UF,Cidade,Urna,Data Leitura UTC,Zona,Secao,Turno,Qr Code
SE,Aracaju,1070331,2016-10-30 20:21:00.070,27,371,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:371 IDUE:1070331 IDCA:084199955702140969454457 VERS:5.25.0.1 LOCA:1627 APTO:469 COMP:362 FALT:107 HBMA:37 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170239 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:167 65:145 NOMI:312 BRAN:9 NULO:41 TOTC:362 HASH:839098B90EED561069C82FDFC4212A3FA2A780FFCFBBBC15ED15D1BAA0F17A067D791E148AD692C5E7C5D95D88F4A6F5923401D71E326A925996DEC543D67AAB ASSI:7560A3A7C3CD279356E7E13AAF9207888E04B95CFEB9E1F177469FE8BF1394B9F33DA0ED08E29531793862B02D26258B50195B060F835DA986FC8D7F56B7AA08
PE,Jaboatão Dos Guararapes,1068166,2016-10-30 20:16:23.297,101,380,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:380 IDUE:1068166 IDCA:986818817295491978666012 VERS:5.25.0.1 LOCA:1015 APTO:394 COMP:309 FALT:85 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170111 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:121 22:130 NOMI:251 BRAN:27 NULO:31 TOTC:309 HASH:29855919CE2ED1B9C72A8291BE7802CA45037BBDB88E7FE8FF73D2FB6A67BFBC5AAA31387AEB59D835129FF2FAFED043C88DCC836E20017CE26AB9CDB86E891F ASSI:BCE7A7EFFA29B7F63B27B8AF759F2824662D719B5BFA12DE149F2845EECA53969E84E21DAE7B715E435971EA84BCF00BFD5BDD484859948E3915390B4F23AA03
SE,Aracaju,1033098,2016-10-30 20:23:50.267,27,387,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:387 IDUE:1033098 IDCA:185109785893140999402692 VERS:5.25.0.1 LOCA:1627 APTO:472 COMP:357 FALT:115 HBMA:46 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:171246 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:142 65:156 NOMI:298 BRAN:12 NULO:47 TOTC:357 HASH:BD39A1588A9F930CE347E7BEF55D5A5C55600B32D12EB002E0540DD58B6FA8BDA8FE00DEE43C7DDEC3B8B40DC304D1D6F3D28FE0F9F51E4249C39E616BBC4C2A ASSI:3EC4881C28326CCAE2A331E4A5CE753472ABB3A00D00F1E30F67AFA86843EEC2D8C4042C3CD10F7EB750CD1EF6DB4F9445DDD5BF3FB3F0DB32E3EFA45C9D130C
PE,Jaboatão Dos Guararapes,1070116,2016-10-30 20:31:03.263,101,388,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:388 IDUE:1070116 IDCA:340454059231826896230883 VERS:5.25.0.1 LOCA:1015 APTO:392 COMP:310 FALT:82 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170347 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:125 22:131 NOMI:256 BRAN:24 NULO:30 TOTC:310 HASH:F72ECD0036E03A8BFAB0ABF5AB11C192DF099A234679BE8E4CA278DDB3065F496C710AFA1E5F7EFD9677F21E7CAA9CF548CD4171DC73ED11B62D1A34DFE766C6 ASSI:8326DA942193CFDB747E3AE20AED22B540032AEC86B5F80B1019EEC02252084C4084D0B4BF9700BC7BEACB776CBB9A0AA8E03326D61F34FFFACA16F52DA11600
SE,Aracaju,1076046,2016-10-30 20:20:30.003,27,393,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:393 IDUE:1076046 IDCA:932684163168160845612345 VERS:5.25.0.1 LOCA:1627 APTO:469 COMP:343 FALT:126 HBMA:36 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170246 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:139 65:152 NOMI:291 BRAN:12 NULO:40 TOTC:343 HASH:72C8DAB1D0FC60A74FAACE0A083BD970880D33DECDAE4CF986D469BD11ECFD833BA5372E42D154B4ADB7E26B9578CA1E7A2B978CE6875A7FEF7ACA099335E25E ASSI:167DDEE1F2C856DFEBB8D9EE5FD10C438B88FE437A4DB11DB152E1E0F467D3F714E39322BE7871920B5C169A5AB83730FEC1B2DFA55FE525597B4B5F6095A107
PE,Jaboatão Dos Guararapes,1069908,2016-10-30 20:14:30.210,101,4,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:4 IDUE:1069908 IDCA:007020449151860008120653 VERS:5.25.0.1 LOCA:1015 APTO:395 COMP:303 FALT:92 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170115 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:125 22:127 NOMI:252 BRAN:22 NULO:29 TOTC:303 HASH:3BE4AAA20709C48861CEE9ECD5681B4DE0CE524970E38EADC376941DC59EB67B767CD182A13161BC7E61D02174F331F8FE46E567B0F78BE16AB8BCB20B62E32F ASSI:121F2DDE134AE6CD0106ABFB7A34CC816E19F188ED3ACD56DE9F2F9265540D33AA7360CA9BCC6733A958FDF5B6E277D7C72816EFC923C0A4D846DD8A5807DA0F
PR,Maringá,1321533,2016-10-30 19:09:50.350,66,4,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PR MUNI:76910 ZONA:66 SECA:4 IDUE:1321533 IDCA:273235718345479374162051 VERS:5.25.0.1 LOCA:1015 APTO:345 COMP:273 FALT:72 HBMA:47 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170323 IDEL:221 CARG:11 TIPO:0 VERC:201610191155 11:147 12:121 NOMI:268 BRAN:3 NULO:2 TOTC:273 HASH:1963E994C70A17D9FEC644DC89FE783ADE4B43E925F7C69A13081D0EE1537438987F08713327E6F3D9F972C4441AF4A1921308725082955FB63940546708A499 ASSI:D410203790E5508AF92C14F8D6A172F455A7900DA8091D05A6CF7A4E293C532D5484DA8C831DFAA1E426A171604679D60CC66505AB052E1FC007DC0B6E8CE90E
AL,Maceió,1769169,2016-10-30 20:10:01.967,1,401,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:AL MUNI:27855 ZONA:1 SECA:401 IDUE:1769169 IDCA:509161970977457772793551 VERS:5.25.0.1 LOCA:1783 APTO:407 COMP:329 FALT:78 HBMA:12 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170011 IDEL:221 CARG:11 TIPO:0 VERC:201610190734 15:118 45:150 NOMI:268 BRAN:11 NULO:50 TOTC:329 HASH:6454E598FE7997411F330EFF724E932FBF2BB169F076C3D052DCC2A2D52E8FAAF41079FFD99E574BCB6D81DA540DF5370956D327921AF6C5EC8C90978F497F73 ASSI:DA75D36A0BF72C7C28B72C86E0DAD4F3CA13BD8E5DD12CCE3EDF06C142D8F88F00EDC3D5593C5687F723858CC4F6378BCE5DF8CF986ADE8FAB22DA33B097C200
AL,Maceió,1013698,2016-10-30 20:17:07.923,1,412,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:AL MUNI:27855 ZONA:1 SECA:412 IDUE:1013698 IDCA:721383373264039030133655 VERS:5.25.0.1 LOCA:1783 APTO:402 COMP:310 FALT:92 HBMA:30 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170239 IDEL:221 CARG:11 TIPO:0 VERC:201610190734 15:108 45:166 NOMI:274 BRAN:10 NULO:26 TOTC:310 HASH:4661C54D7B6C16DCE10CB604141C28EBC544E3D01887DC9609A714DE1D8350CCA4B3D268AF286075C66F4FB3C1DA434CFAD7DA06CEB964FDD777590E7DE8DA04 ASSI:FE66DD6F11DDC26223333E49389B1D5860006BB317F315B1438EC8AAA4350B645FB66A37D9AAD3B835CA33E562121939914D0C008A252A09A06FAB120A1B1509
SC,Florianópolis,1829879,2016-10-30 20:07:46.117,100,42,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SC MUNI:81051 ZONA:100 SECA:42 IDUE:1829879 IDCA:198028690129734438198710 VERS:5.25.0.1 LOCA:1090 APTO:335 COMP:280 FALT:55 HBMA:10 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170029 IDEL:221 CARG:11 TIPO:0 VERC:201610191258 11:173 15:61 NOMI:234 BRAN:7 NULO:39 TOTC:280 HASH:AEA98FAB554D450C6C493FD98A8AF65EDF54C0AE335E259CDE1CAC0501DE749CD0B95A6E1E17865C68CA1C233C0A8D8AF30F101A9646984392C6B90FBB5D796E ASSI:370F0199729656AD31E3CAB28B71CFFC651FC686F260EA96FE27F884F0D22B32351C1C533D22701A1193559B27D136EA52D6950C0BBD8D2BE0EF2C6A15882D0C
SE,Aracaju,1038487,2016-10-30 20:19:41.527,27,426,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:426 IDUE:1038487 IDCA:175008331050719297884910 VERS:5.25.0.1 LOCA:1627 APTO:480 COMP:370 FALT:110 HBMA:34 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170112 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:155 65:154 NOMI:309 BRAN:11 NULO:50 TOTC:370 HASH:62BF1B2A429C99A9D3135443DAE6E744447EB4D29AE5A5FC99053522FDCB79C7127F4D96B108D2DBF20D0FAF5F9D5402B44648EACDB0649469DB262F6F98F60E ASSI:E085C8109F85B9D091C22DC07581CD2568A1935FF98653D0AAA4D92072C89DB45EC95CA2296B0B9EE757CA1EB533599411AF857F4E936A189A268F87F7574C01
AL,Maceió,1671082,2016-10-30 20:22:13.430,1,433,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:AL MUNI:27855 ZONA:1 SECA:433 IDUE:1671082 IDCA:630474530677167206348524 VERS:5.25.0.1 LOCA:1783 APTO:405 COMP:336 FALT:69 HBMA:13 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170124 IDEL:221 CARG:11 TIPO:0 VERC:201610190734 15:121 45:161 NOMI:282 BRAN:16 NULO:38 TOTC:336 HASH:5F0C11644DC53FD121AC81C4D48B318BFFE49174F968FFED5F298391958DB6CC23C099AD93D1AD431CBC3F97D70A50EA7E274D8CD12B4ADE041A2F97343066A5 ASSI:29ED9510423CE65658389FFB5EFBE82486EF44F12A09F8ACD8712E4083D8314E5AFE7007C01EF3D4C4AE7A27B78BBF678BA7258A82C352A53FE39D2209B38603
SE,Aracaju,1024025,2016-10-30 20:11:11.447,27,438,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:438 IDUE:1024025 IDCA:710462160591786355426198 VERS:5.25.0.1 LOCA:1627 APTO:456 COMP:325 FALT:131 HBMA:22 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170005 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:145 65:146 NOMI:291 BRAN:8 NULO:26 TOTC:325 HASH:BE1CF86B2DE3CD53ABCA1A755ABB24A68FE6BF2845A8B130ABBB47778ED2F7DC2BE570FCE7BB5632E1939C09984340026A8F07C3450D49093F03FD189F2FF790 ASSI:5EC9C4C0CC11A0315C6E582F5135B57B6740A223C3B8F639074C460D2C2C345F1ACF18BA08B239524A6EAC882803B48D6C65F07F6A685E5EC834F8E99A1B9A09
SE,Aracaju,1045248,2016-10-30 20:10:22.657,27,441,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:441 IDUE:1045248 IDCA:589149338678758367424971 VERS:5.25.0.1 LOCA:1627 APTO:456 COMP:320 FALT:136 HBMA:8 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170027 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:140 65:137 NOMI:277 BRAN:8 NULO:35 TOTC:320 HASH:4953DA7894228007125D73F724B3907E90BAC74C7F60CBF528861494E0069F9E7AA9F302327926DCD9C090EDCE313BA6DAE42ED0B644EC26784DF6518ED8197A ASSI:A36A8F29E8FDC248CAE350412989AB4E2CDEDE618F66D2F21A69A47D0151D808EB38809574D6D78E90C19946FC8E066B5BDB6C0F11E87F34DE4798DC85E69C07
SE,Aracaju,1028516,2016-10-30 20:09:44.850,27,447,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SE MUNI:31054 ZONA:27 SECA:447 IDUE:1028516 IDCA:760967177901892100608679 VERS:5.25.0.1 LOCA:1627 APTO:476 COMP:339 FALT:137 HBMA:27 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170134 IDEL:221 CARG:11 TIPO:0 VERC:201610190756 40:152 65:135 NOMI:287 BRAN:8 NULO:44 TOTC:339 HASH:06777477CB1FD9E11C16E42980162B0C64D2F68E2D9A2712FAEE1DDC35BFBE643424711C984F3DB490F9AB8E58348B1DDFFED0DB9DE45A2364A50F521C0D27E4 ASSI:B74C9BC9652CA3D2CF037276251593A41E4EE6799DF951A5746C231CFF4E516E422FBDFBA867B5294B378DDCC094FC4125EF4BFEB5854A6D2551A640EFA2CA05
AL,Maceió,1763856,2016-10-30 20:43:24.813,1,449,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:AL MUNI:27855 ZONA:1 SECA:449 IDUE:1763856 IDCA:963707961289792359403997 VERS:5.25.0.1 LOCA:1783 APTO:403 COMP:331 FALT:72 HBMA:34 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170127 IDEL:221 CARG:11 TIPO:0 VERC:201610190734 15:125 45:158 NOMI:283 BRAN:17 NULO:31 TOTC:331 HASH:5D1B64A719A8528C41EC7522C8AEEB7B0E0F69249E7CC60FE41D743D35DA18940A44F196299516DC2D3407DDADF2048943B8E4A6BCB289E1809ECA76AB5DA69D ASSI:D91EEC12D6921A23F4274219A849D46D433FCB70478CC2C8E257AD004C0B53E61470E27F69AC89DAFA21B83714EADD048AB220942EB05EACB5C3B9721B753601
AL,Maceió,1075762,2016-10-30 20:09:41.010,1,452,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:AL MUNI:27855 ZONA:1 SECA:452 IDUE:1075762 IDCA:761787694096210142436577 VERS:5.25.0.1 LOCA:1783 APTO:404 COMP:332 FALT:72 HBMA:33 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170013 IDEL:221 CARG:11 TIPO:0 VERC:201610190734 15:137 45:150 NOMI:287 BRAN:8 NULO:37 TOTC:332 HASH:6582111E24CA49ED2940E501B9AA48AF665ABA7350EB71578B677A5CED780619CEA2AF9090052799C2F17C6B84B489DAA60F09CD28187E5AB9A42BC3FEB286DC ASSI:5F5FCD18F17CC17209E8A8EB5B88804680AB11D2A452DF13B26A7CA7DE16BC6DE96643163D43AD453591DCB4269DD126FB2C4DB074DA3539163792F305D67E09
RJ,Nova Iguaçu,1030353,2016-10-30 19:32:55.790,82,478,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RJ MUNI:58696 ZONA:82 SECA:478 AGRE:713 IDUE:1030353 IDCA:790157522479516758249644 VERS:5.25.0.1 LOCA:2330 APTO:382 COMP:292 FALT:90 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170011 IDEL:221 CARG:11 TIPO:0 VERC:201610190903 15:123 22:123 NOMI:246 BRAN:9 NULO:37 TOTC:292 HASH:99B860FDD6756C61B6509CA8E09CF7BA93D37D8AB34166EF114BE750E6651ABBB65D43B767D6182DCA11BAF47A115DF87C8DD3EBEC5DA515AF80C2747BDF46F7 ASSI:E48C30400C7A31B6DA87E576D7B206818C6893419DADFE046E79FFB8D3E789351D820C396E2CE6AD56615F85DA2955EC8BECE860326AF4628B1A867659A8B409
SC,Blumenau,1769470,2016-10-30 19:06:36.570,88,48,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:SC MUNI:80470 ZONA:88 SECA:48 IDUE:1769470 IDCA:453889615552352857273236 VERS:5.25.0.1 LOCA:1317 APTO:273 COMP:248 FALT:25 HBMA:21 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170342 IDEL:221 CARG:11 TIPO:0 VERC:201610191300 45:137 55:91 NOMI:228 BRAN:2 NULO:18 TOTC:248 HASH:B30271DFE97547DB900F64B9EF42DBD73648972490B640ABE59D09FF347E1D15002736B156D4E3A808CF97B41371F7B0982A44C7583186578F9C7C25F93265EE ASSI:2AF689A6BBE528B752BF6DC55EE83EF92F8358EBE2426C20954ADAE701595C8054864F1F4B7EE23DA395076CEAA50E0A08D3DAD3E3DD0B32AF1C47161DF4D10A
MS,Campo Grande,1663198,2016-10-31 09:22:50.080,8,481,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:MS MUNI:90514 ZONA:8 SECA:481 IDUE:1663198 IDCA:735461769576052816661491 VERS:5.25.0.1 LOCA:1627 APTO:393 COMP:284 FALT:109 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170034 IDEL:221 CARG:11 TIPO:0 VERC:201610191226 45:138 55:112 NOMI:250 BRAN:7 NULO:27 TOTC:284 HASH:C93BC44E1252176E09F45E417E0531B281126600D2CC05BB6C083F9096A2E9C8731F77CB45DD6F1429417FEDB2BAF75F0882309F0440DBD58BB22B10F44865AA ASSI:E19805CF34483A6DED53D62B4B52DE7BBB1666FBC001D339BB100C2A67D4293340EE32D37D1A839329EB89030FEA3C8E74565071ACCDF5A5B41E2C899393B20E
MS,Campo Grande,1660489,2016-10-31 09:21:38.843,8,495,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:MS MUNI:90514 ZONA:8 SECA:495 IDUE:1660489 IDCA:008188541486792028042793 VERS:5.25.0.1 LOCA:1228 APTO:411 COMP:279 FALT:132 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170422 IDEL:221 CARG:11 TIPO:0 VERC:201610191226 45:116 55:112 NOMI:228 BRAN:10 NULO:41 TOTC:279 HASH:B38F57F8B217B2485E3DD1C7AD7C8C8906E62FC097BE5F18F33C6707A7913A2601D6EB916E47DE36F8941C95900AE9D5E01932580E6509B19372BD3C9397ED75 ASSI:51ACFEC406F3D59C9B41FD7D7526AF84BF66D2568F096F861E94CA759347509C41BD1098C484A17674D2E4DC0587F269D9FF5A2066D540A1DC98B28043EE3B05
PE,Jaboatão Dos Guararapes,1060156,2016-10-30 20:13:51.623,101,5,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:5 IDUE:1060156 IDCA:219141761272835883116967 VERS:5.25.0.1 LOCA:1015 APTO:389 COMP:276 FALT:113 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170227 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:96 22:127 NOMI:223 BRAN:18 NULO:35 TOTC:276 HASH:00FD6050CC7E82345FB41A14C6C75D131E5AA3B5ED9EECA8A52BB9953A06BAF6EA9953B13F959F28326BA8336EEB540064ABF558BF1EA11B6DB0A4DCD59BF332 ASSI:CCB9CB79981224E00596D792D849A361A56B2B8F8792F27061866856CA7C8FEFF64E669AFF01F3F1AC16BBF816295D0AE81E91D539A3581E4F38034C7C43090D
PR,Maringá,1317803,2016-10-30 19:10:39.407,66,5,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PR MUNI:76910 ZONA:66 SECA:5 IDUE:1317803 IDCA:111619669829264614995706 VERS:5.25.0.1 LOCA:1015 APTO:342 COMP:286 FALT:56 HBMA:43 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170014 IDEL:221 CARG:11 TIPO:0 VERC:201610191155 11:171 12:104 NOMI:275 BRAN:3 NULO:8 TOTC:286 HASH:9CE54CAE49CCF3C8A5C77A89241BEF39DF5C75CDBBA7F9757F9B050216F2F24D98429E3C0A7C6D63D051E52649ED8CB4182ADE6ACFFE77C40CF52EE4BD1C1248 ASSI:9FC74F87AB4F2A96F01373DE47FA9CA2DA71CDED76E0729C8ABDF7D01625159E8C0060A86B9F977594646E59CEBB4D511D5B0F8CF0CA8063E4C82F3FF555390D
MS,Campo Grande,1664864,2016-10-31 09:19:45.217,8,510,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:MS MUNI:90514 ZONA:8 SECA:510 IDUE:1664864 IDCA:058693571650666091590434 VERS:5.25.0.1 LOCA:1228 APTO:395 COMP:320 FALT:75 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170039 IDEL:221 CARG:11 TIPO:0 VERC:201610191226 45:134 55:135 NOMI:269 BRAN:19 NULO:32 TOTC:320 HASH:1291B64FBE52DDE69DC1551D9D491D9A6CED0F6F2A82289D37CC04AC0744D0B73E2466C0C4C045DAD0D10189BA855107401084C14C15588537E5F37F4C4DF160 ASSI:F5CFCB3B5FCA5EAA87375D15DE2FC4046A2CBDF7CD971315BF46E3B968CBBEA1176D677EB59469724F6118DD95F9A40DB210AE5247244246619A46CE5784AC02
PE,Jaboatão Dos Guararapes,1181783,2016-10-30 20:16:39.253,101,522,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:522 IDUE:1181783 IDCA:996919807605820911312991 VERS:5.25.0.1 LOCA:1015 APTO:390 COMP:306 FALT:84 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170058 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:125 22:134 NOMI:259 BRAN:13 NULO:34 TOTC:306 HASH:0645202E62C218D648C902FA2DC9F1F39E327CD5EA7C6D66A939A102A791013F368991952B8CB3DBB5CC4FD4E4CA62C438F82CCD3EAF8FFAB83541BBCC2C10B3 ASSI:AA70F306F8BCD9D22F4AC075BDC0D19428CEAD9650B8B251C414327504B89D1B6857F08684B511551F9DC690783FAFCA9D1DED8CC5E06070F6A516650F5B3E05
PE,Jaboatão Dos Guararapes,1186291,2016-10-30 20:31:52.327,101,544,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:544 IDUE:1186291 IDCA:087828258804406352354512 VERS:5.25.0.1 LOCA:1015 APTO:388 COMP:308 FALT:80 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170037 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:129 22:138 NOMI:267 BRAN:17 NULO:24 TOTC:308 HASH:4FB0DDFB006E7F60BD0B53CC14064FDB9E44561CDCD3C866783E97F8E08BC6437BD68B5291903D2641EEF27D596249F77C26BBFE07C0618A82E8E40335CE67BC ASSI:3279091F343E52FEA7EB9D607F9117D56200ECCF3B826AF926AFEE16639FF07F84402D22DF751E0DCECF2F73B906F746DBA35A1E5C3663A04B4FDFE5DAD3C40A
RJ,Nova Iguaçu,1003003,2016-10-30 20:59:46.320,84,545,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:RJ MUNI:58696 ZONA:84 SECA:545 IDUE:1003003 IDCA:911391195450122439075941 VERS:5.25.0.1 LOCA:2224 APTO:390 COMP:286 FALT:104 DTAB:20161030 HRAB:093543 DTFC:20161030 HRFC:170002 IDEL:221 CARG:11 TIPO:0 VERC:201610190903 15:81 22:173 NOMI:254 BRAN:9 NULO:23 TOTC:286 HASH:3336050BF7BA97482278A1C25CE85294EA24EDC4748A53FDD6402630454CC1592FFBF8854BF6A1EFCD6A89C460E42460990CF3B61A65F6FF77192F8629B92257 ASSI:2353BB1DEC43C7F304A707CA2DD81456B1D11FB78BA6191C4DE3A9F238D386BDE286D05B81282D60920487A7BA966E7CE745339E2FCAA0ED214392422F0E1D04
PE,Jaboatão Dos Guararapes,1072539,2016-10-30 20:14:19.790,101,578,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:578 IDUE:1072539 IDCA:057525875887846054287942 VERS:5.25.0.1 LOCA:1643 APTO:394 COMP:316 FALT:78 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170112 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:112 22:144 NOMI:256 BRAN:16 NULO:44 TOTC:316 HASH:1D6F52531147B9EBA46B997331D0D5B2A6094A082F8D9C2F387664BA823B80146BB48BC049E3C00D45A6E678AC5642FB52DF545FC00D82553EA1B0D44ECF1F9E ASSI:59A27A2C2F66CE16DC679154956833B738B5F689211D8481A243ACAF1BD063692574AD696B9584D2677F1C312CB4F036E21E5213D0D2B3203373D2245B03470C
PE,Jaboatão Dos Guararapes,1185157,2016-10-30 20:29:56.897,101,6,2,QRBU:1:1 VRQR:1.4 ORIG:VOTA PROC:185 DTPL:20161030 PLEI:188 TURN:2 FASE:O UNFE:PE MUNI:24570 ZONA:101 SECA:6 IDUE:1185157 IDCA:148434808865258957699691 VERS:5.25.0.1 LOCA:1015 APTO:390 COMP:294 FALT:96 DTAB:20161030 HRAB:080000 DTFC:20161030 HRFC:170012 IDEL:221 CARG:11 TIPO:0 VERC:201610061907 12:111 22:137 NOMI:248 BRAN:19 NULO:27 TOTC:294 HASH:34F9B90C23F7B6FAFFB2863152F0352D2683B865FE63EA9251E0898F2A516681154C2D7F33FB44EA4166925AF7117AEE7B78E9C0981FE95AC7514DCA0F1B4082 ASSI:5F2786715DB9E24590706D421C3F8656C81D295323E267891C12F24CF7DBCDFBD6516B3CA8CA278909098C0C3D8FFEC4FA58B785A94AD7D4E0AEB5BC23D8AB03
